date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-02-10,5.6,3.3,8.3,4.1,,215,21.6,,1020.9,
2020-02-11,6.2,4.4,7.2,4.3,,347,10.1,,1013.6,
2020-02-12,5.1,2.8,7.2,0,,260,18.4,,1017.2,
2020-02-13,3.9,1.7,5,13.5,,290,10.8,,1006.6,
2020-02-14,0.3,-9.3,4.4,0,,318,23,,1022.4,
2020-02-15,-7.1,-11,-0.5,0,,249,16.6,,1033.7,
2020-02-16,1.7,-1.6,7.8,0,,238,18,,1020.4,
2020-02-17,5.6,-0.5,9.4,0,,298,14,,1023.3,
2020-02-18,3,-0.5,5.6,11.4,,74,17.3,,1025.5,
2020-02-19,5.9,0,7.8,0,,279,24.1,,1018.9,
2020-02-20,-0.1,-4.3,2.8,0,,297,19.1,,1028.8,
2020-02-21,-3.6,-8.2,0.6,0,,300,16.2,,1029.7,
2020-02-22,2.4,-1.6,9.4,0,,255,18.7,,1021,
2020-02-23,6.8,1.1,14.4,0,,236,14.4,,1019.5,
2020-02-24,8.8,1.7,17.8,0,,203,14.4,,1016,
2020-02-25,8.6,6.1,11.7,6.6,,101,8.6,,1012.8,
2020-02-26,7.6,6.7,8.9,3.8,,41,15.1,,1014.4,
2020-02-27,7.2,0.6,12.8,19,,245,36.4,,997.4,
2020-02-28,1.3,-2.1,3.3,0,,257,24.8,,1006.7,
2020-02-29,-0.8,-5.5,1.7,0,,269,19.8,,1009.2,
2020-03-01,-3.9,-7.1,0.6,0,,304,19.8,,1017.4,
2020-03-02,1.7,-4.9,11.1,0,,184,18.7,,1015.8,
2020-03-03,10.2,7.8,15,0.8,,196,18,,1003.9,
2020-03-04,8.5,5,10,0.8,,268,31.7,,1000.9,
2020-03-05,6.4,2.8,10.6,0,,293,17.3,,1015.6,
2020-03-06,3.9,0,6.7,0,,54,22.3,,1015.2,
2020-03-07,2.3,-1.6,7.2,0,,345,32.4,,1018.3,
2020-03-08,4.4,-0.5,11.7,0,,,16.9,,,
2020-03-09,12.6,5.6,22.2,0,,230,21.6,,1022.8,
2020-03-10,11.1,4.4,18.9,0,,192,18.4,,1015.7,
2020-03-11,10.2,2.8,15,0,,345,14.8,,1017.2,
2020-03-12,4.3,1.1,6.1,0,,45,15.5,,1022.9,
2020-03-13,7.9,4.4,16.7,7.4,,158,26.3,,1013.5,
2020-03-14,7.6,3.3,11.7,0,,269,25.6,,1020.7,
2020-03-15,4.7,-1,6.1,0,,360,16.9,,1029.8,
2020-03-16,0.1,-4.3,1.7,0,,55,19.4,,1036.6,
2020-03-17,2.2,-0.5,7.2,0.8,,151,14.4,,1023.5,
2020-03-18,6,2.8,10.6,0,,252,15.1,,1029.1,
2020-03-19,5,3.9,5.6,14.2,,73,21.2,,1027.7,
2020-03-20,8.7,3.3,20,0.5,,234,25.2,,1012.3,
2020-03-21,9.2,-0.5,13.9,0,,341,22.7,,1022.6,
2020-03-22,-0.5,-3.8,0.6,0,,52,18.4,,1038.4,
2020-03-23,0.3,-2.1,5,35.1,,131,24.5,,1032.1,
2020-03-24,4.7,1.1,9.4,8.9,,335,19.4,,1017.2,
2020-03-25,4.6,2.8,6.1,0,,52,22.3,,1021.4,
2020-03-26,4.1,0,7.8,0,,52,18.4,,1014.5,
2020-03-27,10.3,6.1,16.1,0.3,,300,20.5,,1008.9,
2020-03-28,7.5,2.2,8.9,2,,31,10.4,,1021.1,
2020-03-29,5.6,3.9,6.1,18.8,,89,25.9,,1019.8,
2020-03-30,4.3,2.8,6.1,2,,36,24.8,,1015.3,
2020-03-31,2.5,0.6,4.4,0,,42,19.8,,1017.4,
2020-04-01,2.4,-0.5,6.1,0,,6,19.4,,1010,
2020-04-02,5.4,3.9,8.3,3.3,,323,28.4,,1000.7,
2020-04-03,5.9,5,7.2,21.1,,8,41,,1002.7,
2020-04-04,5.2,3.9,6.7,1,,57,21.2,,1016,
2020-04-05,6.2,3.9,12.2,0,,151,13.3,,1016.8,
2020-04-06,10.2,6.7,16.7,0,,308,16.6,,1013.9,
2020-04-07,11.3,7.8,16.7,0,,282,14,,1009.9,
2020-04-08,7.8,5.6,8.9,1.8,,60,11.5,,1002.2,
2020-04-09,6.8,5,8.9,16.3,,195,22.7,,993.6,
2020-04-10,5.9,3.3,8.9,0.3,,276,29.2,,989.6,
2020-04-11,6.4,2.8,11.1,0,,277,24.5,,1007.1,
2020-04-12,8.5,1.7,15.6,0,,222,17.3,,1021.2,
2020-04-13,12.6,10.6,15.6,14.2,0,188,36,,1009.5,
2020-04-14,11.8,7.2,14.4,0,0,280,16.6,,1013.4,
2020-04-15,8.4,3.3,11.7,0,,309,15.5,,1012,
2020-04-16,5.3,1.1,8.3,0,,284,19.8,,1015.7,
2020-04-17,4.9,1.1,9.4,0.3,,261,23,,1019.5,
2020-04-18,3.5,0,5,17,,33,16.6,,1010.4,
2020-04-19,7.9,2.8,16.1,0,,240,24.1,,1007.6,
2020-04-20,8.9,3.3,10.6,0,,352,15.1,,1004.5,
2020-04-21,6.2,1.1,12.2,8.4,,208,26.6,,1001.8,
2020-04-22,3.7,1.1,6.7,0,,272,31.7,,1005.4,
2020-04-23,5.8,1.1,12.8,0,,251,20.2,,1014.8,
2020-04-24,6.4,3.9,7.2,5.3,,23,14.8,,1010.5,
2020-04-25,7.4,2.8,11.7,0,,44,12.2,,1016.5,
2020-04-26,7.5,5,8.3,5.6,,86,24.1,,1017.1,
2020-04-27,4.9,2.8,5.6,15.2,,21,36.7,,1010.9,
2020-04-28,4.7,3.3,6.7,0.3,,28,16.6,,1018.3,
2020-04-29,6.9,3.3,9.4,0,,86,15.8,,1025.9,
2020-04-30,7.4,6.7,10,0,,111,21.2,,1024.6,
2020-05-01,10.9,8.9,16.7,20.1,,114,14.4,,1007.7,
2020-05-02,13.9,7.8,21.1,0.3,,303,20.9,,1009.6,
2020-05-03,18,11.7,25.6,0,,224,16.2,,1006,
2020-05-04,17.5,8.9,21.1,0,,287,19.1,,1002.5,
2020-05-05,10.5,6.7,14.4,0,,316,20.9,,1009.4,
2020-05-06,8.3,5,10.6,0.3,,61,14.8,,1012.1,
2020-05-07,10.5,5.6,17.8,0,,310,15.1,,1005.2,
2020-05-08,10.9,6.1,13.9,6.4,,243,19.1,,1006.8,
2020-05-09,4.9,2.2,6.7,3,,294,31.7,,1002.4,
2020-05-10,6.9,1.1,15.6,0,,252,23.8,,1012.8,
2020-05-11,11.1,6.7,16.7,5.8,,209,19.1,,1010.2,
2020-05-12,9.1,5,13.3,0,,281,25.2,,1011.4,
2020-05-13,9.1,2.8,15.6,0,,297,20.5,,1021,
2020-05-14,13.7,7.2,20.6,0,,259,18,,1022.3,
2020-05-15,15.7,10.6,23.3,17,,179,17.6,,1012.9,
2020-05-16,17.2,9.4,20,1,,287,20.9,,1015.9,
2020-05-17,12.5,9.4,17.2,0,,165,13.7,,1024.8,
2020-05-18,12.5,8.3,14.4,0,,69,13.3,,1022.8,
2020-05-19,10.3,8.3,12.8,0,,44,19.8,,1027.2,
2020-05-20,10.6,7.2,14.4,0,,90,13.7,,1031.6,
2020-05-21,14.3,7.2,25,0,,204,18,,1026.9,
2020-05-22,19.3,12.2,27.8,0,,248,22.7,,1018.3,
2020-05-23,16.9,8.3,22.2,0,,46,24.8,,1019.6,
2020-05-24,9.8,6.7,12.2,0,,58,19.1,,1026.6,
2020-05-25,10.2,8.9,12.8,0,,60,10.4,,1024.9,
2020-05-26,13.1,10,21.1,0,,72,10.8,,1022.6,
2020-05-27,21.1,15.6,28.3,0,,200,18.7,,1022.1,
2020-05-28,21.4,17.8,25.6,0,,210,22,,1021.6,
2020-05-29,22.7,18.9,27.2,0,0,207,26.3,,1015.1,
2020-05-30,22.6,18.3,26.7,2.3,,242,18.4,,1009.4,
2020-05-31,18.4,10,20,0,,310,23.8,,1014.8,
2020-06-01,13.1,8.3,17.8,0,,307,17.6,,1020,
2020-06-02,13.4,9.4,17.8,0.5,,45,13.7,,1014.7,
2020-06-03,18.2,12.8,26.7,0.3,,220,11.9,,1002.9,
2020-06-04,23.2,15,31.7,0,,223,13.7,,1008.7,
2020-06-05,22.2,17.8,27.2,4.1,,207,18.4,,1011.1,
2020-06-06,23.8,16.7,31.7,3.6,,224,16.9,,1006.4,
2020-06-07,16.4,13.9,18.3,0,,328,15.8,,1010.1,
2020-06-08,18.7,12.8,26.1,0,,307,13.3,,1013.5,
2020-06-09,19.6,15.6,26.7,0,,13,9,,1013.6,
2020-06-10,16.8,14.4,18.9,0,,56,15.5,,1018.1,
2020-06-11,19.3,16.7,24.4,18.8,,196,22,,1016.4,
2020-06-12,22.6,18.3,28.9,0,,253,14.4,,1016.5,
2020-06-13,18.7,13.9,20,0,,17,18,,1021,
2020-06-14,15.5,11.7,18.9,0,,36,16.9,,1028.6,
2020-06-15,14.8,12.8,18.3,0,,63,12.2,,1030.4,
2020-06-16,16.7,12.8,21.1,0,,70,10.4,,1028.9,
2020-06-17,17.8,13.3,22.8,0,,93,12.6,,1025.2,
2020-06-18,22.2,16.7,31.1,0,,203,15.8,,1021,
2020-06-19,25.2,20,30.6,0,,226,19.1,,1018.1,
2020-06-20,26.3,20.6,33.3,0,,239,15.5,,1015.7,
2020-06-21,25.8,19.4,30.6,0,,172,13,,1014.7,
2020-06-22,19.7,16.7,21.7,0,,85,12.6,,1014.9,
2020-06-23,22.4,17.2,31.1,0,,167,15.8,,1009.4,
2020-06-24,24.3,20,30,0.3,,198,15.8,,1005.4,
2020-06-25,25.1,20.6,30,0,,254,15.1,,1012.9,
2020-06-26,24.3,19.4,30,0,,207,15.5,,1012.5,
2020-06-27,23.5,18.3,28.3,0.5,,220,9.4,,1008.9,
2020-06-28,20.9,17.8,27.2,30.2,,195,11.2,,1006.8,
2020-06-29,19.2,17.2,22.8,4.8,,25,10.8,,1009.3,
2020-06-30,17.9,17.2,20,4.6,,46,11.2,,1012.5,
2020-07-01,18.9,17.2,22.2,1.8,,110,9,,1011.2,
2020-07-02,21.8,17.8,29.4,0,,168,11.2,,1008.2,
2020-07-03,22.2,16.7,25,0,,14,19.8,,1011,
2020-07-04,18.1,16.1,21.1,0,,52,13,,1013.3,
2020-07-05,20.8,17.8,26.1,2.8,,165,12.2,,1013.5,
2020-07-06,19.8,17.2,21.1,0,,70,14.4,,1018.1,
2020-07-07,20.1,16.7,26.7,0,,156,15.5,,1020.8,
2020-07-08,23.4,19.4,29.4,0,,207,19.8,,1015.7,
2020-07-09,25.5,22.2,30,0,,180,14.8,,1015.1,
2020-07-10,23.2,20.6,25.6,0,,118,17.6,,1015.7,
2020-07-11,25.2,20.6,31.7,0.3,,168,25.2,,1007,
2020-07-12,26.5,22.2,31.7,0,,223,23,,1003.4,
2020-07-13,25.3,20.6,29.4,1.8,,208,12.6,,1007.6,
2020-07-14,21.8,18.9,24.4,15.7,,30,14.4,,1013.1,
2020-07-15,18.7,16.7,21.1,1.8,,61,14.4,,1022.7,
2020-07-16,18.1,15.6,20.6,0,,84,14.4,,1027,
2020-07-17,17.8,15,23.3,2.8,,190,15.1,,1021,
2020-07-18,24.9,20,32.8,0,,245,10.8,,1016.1,
2020-07-19,27.9,21.1,35,0,,210,18.7,,1012,
2020-07-20,27.9,23.9,33.9,0,,244,20.9,,1009,
2020-07-21,28.5,23.3,32.2,0,,282,16.6,,1014.2,
2020-07-22,23.9,20,26.1,8.1,,32,13,,1017.2,
2020-07-23,24.2,20,31.7,14.5,,220,12.6,,1015,
2020-07-24,23.4,21.1,26.1,0,,30,12.2,,1017.8,
2020-07-25,24.2,20,28.9,0,,87,10.4,,1017.2,
2020-07-26,27.3,22.8,32.8,0,,253,20.2,,1012.6,
2020-07-27,29.8,23.9,35,0,,254,18.4,,1006.9,
2020-07-28,30.3,25.6,35,0,,259,18.7,,1006.5,
2020-07-29,26.7,22.8,30.6,0,,236,16.9,,1011.5,
2020-07-30,25.8,21.1,30.6,0,,208,12.2,,1009.9,
2020-07-31,24.1,20,25,0,,36,11.2,,1009.8,
2020-08-01,23.7,20.6,27.2,0,,69,13,,1013.1,
2020-08-02,24.8,21.1,30.6,1.8,,181,18.4,,1014.4,
2020-08-03,28.3,22.8,33.3,0,,242,20.5,,1013.4,
2020-08-04,24.3,21.1,26.1,4.3,,129,23,,1014.2,
2020-08-05,26.3,21.1,33.3,0,,236,19.8,,1014.1,
2020-08-06,24.9,20,28.9,0,,259,10.8,,1018.9,
2020-08-07,21.7,18.3,24.4,0,,60,10.1,,1021.3,
2020-08-08,21.2,18.9,25.6,0,,75,11.2,,1020.8,
2020-08-09,24.6,19.4,32.8,0,,208,15.5,,1018,
2020-08-10,27.3,22.2,34.4,0,,222,13,,1014.9,
2020-08-11,28.2,22.8,34.4,0,,205,17.6,,1013.6,
2020-08-12,27.2,23.3,33.9,0,,244,11.9,,1015.2,
2020-08-13,25.9,20,28.9,0,,31,11.9,,1018.6,
2020-08-14,22.9,20,26.7,0,,44,13.7,,1017.5,
2020-08-15,20.2,17.8,21.1,0,,28,22.7,,1017.9,
2020-08-16,19.4,17.8,21.7,4.1,,38,18.7,,1017.1,
2020-08-17,18.7,16.7,21.7,2,,59,18,,1012.3,
2020-08-18,22.6,18.9,30,4.1,,249,16.6,,1009.1,
2020-08-19,21.6,17.8,23.3,1.5,,276,13,,1013,
2020-08-20,20.8,16.1,27.2,0,,279,13.7,,1016,
2020-08-21,23.8,17.2,31.7,0,,237,18.4,,1012.5,
2020-08-22,23.7,21.1,26.1,0,,198,11.5,,1013,
2020-08-23,22.7,18.9,31.7,33.8,,40,13,,1016.7,
2020-08-24,23.8,19.4,30.6,0,,191,12.6,,1014.5,
2020-08-25,25.9,20,31.7,0,,259,20.2,,1006.7,
2020-08-26,20.6,16.1,23.9,0,,301,21.2,,1010.2,
2020-08-27,17.9,15.6,18.9,4.6,,286,9.7,,1008,
2020-08-28,19.8,16.1,27.8,0,,310,9.4,,1008.1,
2020-08-29,21.2,18.3,24.4,1.8,,187,15.5,,1002.3,
2020-08-30,22,17.2,25,0,0,290,24.1,,1002.9,
2020-08-31,18.5,14.4,21.7,0,,213,13.7,,1018.3,
2020-09-01,18.9,15,22.2,0,,131,17.6,,1022.1,
2020-09-02,18.2,16.7,21.7,5.1,,126,11.9,,1015.2,
2020-09-03,21.8,18.9,25,0.3,,25,9.4,,1008.1,
2020-09-04,23.4,20,29.4,0,,258,16.6,,1009.7,
2020-09-05,21.2,16.1,25.6,0,,269,15.5,,1019.6,
2020-09-06,20.3,17.2,25.6,0,,175,10.4,,1021.4,
2020-09-07,21.1,17.2,27.2,0,,181,17.3,,1020.2,
2020-09-08,20.3,16.1,26.1,0,,163,14.4,,1021.1,
2020-09-09,20.8,17.2,25,0,,167,9.4,,1025.3,
2020-09-10,23.1,20,27.8,6.4,,182,11.5,,1023.1,
2020-09-11,19.4,13.9,23.3,0,,29,15.5,,1022.1,
2020-09-12,15.6,11.7,19.4,0,,60,15.5,,1027.2,
2020-09-13,17.1,12.8,23.9,0,,175,14,,1020.8,
2020-09-14,21,12.2,25,0,,301,21.6,,1017.4,
2020-09-15,13.6,9.4,16.1,0,,37,13.3,,1025.7,
2020-09-16,15.9,10.6,22.8,0,,210,22.7,,1022,
2020-09-17,19.3,14.4,25.6,0,,238,16.9,,1016.3,
2020-09-18,16.4,10.6,18.9,0,,18,21.6,,1015.9,
2020-09-19,12,7.8,15.6,0,,14,16.9,,1025.2,
2020-09-20,11.3,6.7,15.6,0,,20,17.6,,1033,
2020-09-21,11.6,7.2,16.1,0,,16,16.9,,1034,
2020-09-22,12.3,7.2,18.9,0,,329,22,,1016.6,
2020-09-23,18.2,12.8,26.7,0,,288,18.7,,1007.3,
2020-09-24,20.7,16.1,26.1,0,,254,13,,1013.2,
2020-09-25,18.4,14.4,22.2,0,0,41,9.7,,1018.5,
2020-09-26,17.3,14.4,23.9,0,,190,12.2,,1019.5,
2020-09-27,20.3,17.2,25,0,,165,11.5,,1016.5,
2020-09-28,21.2,17.2,27.2,1.3,,165,14.4,,1014.3,
2020-09-29,20.1,16.7,26.1,0,,180,13,,1012.6,
2020-09-30,21.6,14.4,23.3,11.7,,213,29.5,,1003.8,
2020-10-01,18.3,14.4,24.4,0,,207,18.4,,1011.6,
2020-10-02,16,11.7,18.3,0.5,,287,11.9,,1013.9,
2020-10-03,13.1,9.4,17.8,0,,263,12.6,,1020.7,
2020-10-04,13.2,9.4,17.2,0,,58,13,,1024.3,
2020-10-05,13.9,11.1,17.2,0,,55,13.7,,1021,
2020-10-06,14.6,10,21.1,0,,189,15.5,,1019,
2020-10-07,16.8,12.8,23.9,0.5,,229,27.4,,1003.9,
2020-10-08,13.8,8.9,17.2,0,,291,24.8,,1009.2,
2020-10-09,10.7,5.6,15.6,0,,271,17.3,,1020.6,
2020-10-10,17.3,12.2,25.6,0,,214,31.3,,1012.2,
2020-10-11,15.6,10.6,19.4,0,,37,19.8,,1019.7,
2020-10-12,11.3,10,12.2,0,,72,25.9,,1026.1,
2020-10-13,12.7,10.6,14.4,38.1,,41,23.8,,1015,
2020-10-14,14.2,10.6,21.1,0,,275,14,,1011.5,
2020-10-15,15,8.9,22.2,0,,194,19.8,,1016.6,
2020-10-16,16.1,10,21.7,19.6,,223,15.1,,1017.6,
2020-10-17,10.3,5.6,14.4,29.5,,298,20.5,,1022,
2020-10-18,9.7,4.4,14.4,0,,73,11.2,,1032.5,
2020-10-19,10.7,6.7,14.4,0,,69,8.3,,1028.6,
2020-10-20,13.3,9.4,19.4,0,,174,9.4,,1024.8,
2020-10-21,14.3,13.3,18.3,1.5,,82,12.2,,1024.7,
2020-10-22,16.8,12.2,19.4,0,,89,11.5,,1024.1,
2020-10-23,13.7,12.8,16.7,0,,88,11.2,,1023,
2020-10-24,15.5,7.8,21.1,0,,227,18.4,,1013.8,
2020-10-25,8.2,6.1,10,0,,23,16.2,,1024,
2020-10-26,10.1,8.9,11.7,0.3,,106,15.5,,1024,
2020-10-27,10.8,6.7,12.2,0,,324,13.3,,1020.2,
2020-10-28,8.3,6.7,10.6,6.9,,11,9.7,,1017.8,
2020-10-29,8.1,6.1,9.4,23.1,,337,15.5,,1011.1,
2020-10-30,2.6,-1,6.7,6.6,,347,23.4,,1013.2,
2020-10-31,0.8,-2.1,5.6,0,,269,10.8,,1031.1,
2020-11-01,5.6,2.8,10,15.7,,204,10.4,,1016.7,
2020-11-02,5.3,0.6,6.7,0,,271,31,,1001.9,
2020-11-03,3.2,0,6.1,0,,294,23.4,,1014,
2020-11-04,4.4,0.6,12.2,0,,208,13.7,,1031.2,
2020-11-05,13.7,9.4,21.1,0,,212,24.5,,1027.8,
2020-11-06,16.3,12.8,22.2,0,,223,19.8,,1022.4,
2020-11-07,16.3,9.4,23.3,0,,224,12.2,,1021.7,
2020-11-08,15.4,9.4,21.1,0,,42,6.8,,1026.4,
2020-11-09,10.8,7.2,16.7,0,,26,4,,1025.6,
2020-11-10,14.5,8.9,23.9,0,,210,15.8,,1020.3,
2020-11-11,17.8,13.3,22.8,0.3,,208,23,,1015.8,
2020-11-12,16.3,8.3,18.9,0,,309,15.8,,1014.5,
2020-11-13,8.7,4.4,9.4,5.6,,23,19.4,,1016,
2020-11-14,6.3,3.3,9.4,0,,296,16.2,,1018.3,
2020-11-15,4.8,0.6,14.4,8.6,,162,19.8,,1019.4,
2020-11-16,10.4,5.6,11.7,1.3,,259,20.5,,1009.6,
2020-11-17,6.3,1.7,8.9,0,,274,18.4,,1012.9,
2020-11-18,0.4,-4.9,1.7,0,,322,22.7,,1027.3,
2020-11-19,-1.4,-5.5,7.8,0,,235,20.5,,1032.2,
2020-11-20,10.7,7.2,17.8,0,,227,27.4,,1023.6,
2020-11-21,12.7,5.6,16.7,0,,301,14.8,,1025.3,
2020-11-22,5.7,1.7,8.3,0,,54,22,,1032,
2020-11-23,9.6,2.2,15,46,,259,22,,1013,
2020-11-24,3.7,-1.6,6.7,0,,305,18.4,,1024.1,
2020-11-25,2.6,-2.7,10.6,0.3,0,337,6.8,,1028.2,
2020-11-26,9.2,4.4,15,7.4,,301,9.4,,1017.8,
2020-11-27,9.3,3.9,12.8,0,,310,6.8,,1015.9,
2020-11-28,9.6,5,12.2,0,,290,13,,1013.7,
2020-11-29,6.7,3.3,11.1,0,,239,13,,1018.9,
2020-11-30,7.8,3.3,17.2,21.6,,127,27,,1011.5,
2020-12-01,14.9,5.6,17.2,10.4,,186,25.2,,1001.1,
2020-12-02,5,1.7,6.1,0,,230,21.6,,1011.3,
2020-12-03,4.9,0.6,10,0,,236,20.2,,1018.9,
2020-12-04,8.4,4.4,14.4,0.5,,214,21.2,,1015.7,
2020-12-05,5.9,0.6,8.3,43.7,,338,29.2,,1002,
2020-12-06,1.2,-1.6,2.8,0,,292,27.7,,1002.1,
2020-12-07,-0.9,-2.7,1.7,0,,300,16.6,,1006.7,
2020-12-08,-1.6,-3.2,-0.5,0,,327,21.6,,1005.8,
2020-12-09,-1.6,-4.3,2.2,0,,250,12.2,,1007.5,
2020-12-10,3.2,1.1,7.2,0,,288,15.5,,1014.5,
2020-12-11,3.9,-2.1,10.6,0,,220,13.3,,1021.3,
2020-12-12,5.6,1.7,8.3,12.7,,14,9.4,,1020.2,
2020-12-13,8.5,4.4,15,0,,311,11.2,,1013.1,
2020-12-14,3.6,1.1,4.4,1.5,,304,12.6,,1012.3,
2020-12-15,0.7,-4.9,2.2,0,,293,22.3,,1021,
2020-12-16,-5.3,-8.8,-1,1,,15,21.2,,1030.4,
2020-12-17,-3.2,-6,0,33,,13,36.4,,1015.6,
2020-12-18,-3.7,-6,-1,0,,335,16.6,,1023.2,
2020-12-19,-4.9,-8.2,-0.5,0,,291,9.7,,1028,
2020-12-20,-1.6,-3.2,2.2,0.8,,218,5.8,,1021.8,
2020-12-21,0.4,-2.7,2.8,0,,287,9,,1009.7,
2020-12-22,3.2,0,6.7,0,,277,18.7,,1006.7,
2020-12-23,1.8,-1,3.3,0,,273,16.2,,1025.7,
2020-12-24,3.9,-1,11.7,0,,165,20.9,,1023.1,
2020-12-25,11.6,4.4,15.6,37.8,,165,31.7,,1004.8,
2020-12-26,2.1,-2.1,4.4,0,,236,27.4,,1007.8,
2020-12-27,-0.7,-3.8,3.3,0,,232,14.4,,1023.2,
2020-12-28,2.7,-2.1,9.4,0,,189,15.1,,1021.8,
2020-12-29,2.7,-4.3,5.6,0,,295,24.8,,1024.5,
2020-12-30,-2.1,-4.3,5,0,,239,19.1,,1026.7,
2020-12-31,5.4,0.6,7.2,2.5,,264,23,,1018,
